,id,name,normalized_name,category_code,status,founded_at,country_code,city,region,first_investment_at,last_investment_at,investment_rounds,invested_companies,first_funding_at,last_funding_at,funding_rounds,funding_total_usd,first_milestone_at,last_milestone_at,milestones,relationships
1104,c:1054,FanIQ,faniq,sports,operating,2006-01-01,USA,,TBD,,,0,0,2007-09-01,2010-05-07,3,1008401.0,2008-11-20,2013-06-04,4,6
1110,c:105414,Greenphire,greenphire,software,operating,2007-01-01,USA,King of Prussia,Philadelphia,,,0,0,2011-09-16,2012-10-09,2,5806037.0,,,0,1
1112,c:10542,Zkatter,zkatter,mobile,operating,2008-07-08,GBR,London,London,,,0,0,2008-01-01,2008-01-01,1,1500000.0,2009-10-30,2009-10-30,1,1
1114,c:105426,YouCaring,youcaring,nonprofit,operating,2011-04-01,USA,Redding,Redding,,,0,0,2012-02-01,2012-02-01,2,100000.0,2011-04-01,2011-04-01,1,3
1145,c:10550,ConnectSolutions,connectsolutions,enterprise,operating,2007-01-01,USA,San Francisco,SF Bay,,,0,0,2013-01-10,2013-01-10,1,10000000.0,2013-02-01,2013-02-01,1,7
1146,c:105504,K2 Media,k2 media,finance,operating,,USA,New York,New York,2011-04-27,2011-04-27,1,1,2012-03-15,2012-03-15,1,7500000.0,2011-04-01,2011-04-01,1,4
1151,c:105519,Hoppit,hoppit,search,acquired,2011-01-01,USA,New York,New York,,,0,0,2012-07-01,2012-07-01,1,500000.0,2013-09-17,2013-09-17,1,6
1165,c:105587,Cocrystal Discovery,cocrystal discovery,biotech,operating,,USA,Bothell,Seattle,,,0,0,2011-09-15,2011-09-15,1,7500000.0,,,0,1
1166,c:105592,West World Media,west world media,news,operating,2007-01-01,USA,Ridgefield,Ridgefield,,,0,0,2011-09-16,2011-09-16,1,22500000.0,,,0,0
1167,c:1056,Polyvore,polyvore,web,operating,2007-02-01,USA,Mountain View,SF Bay,,,0,0,2007-12-07,2012-01-23,3,22100000.0,2012-06-06,2013-07-15,3,17
1168,c:10560,3scale,3scale,enterprise,operating,2007-12-01,ESP,Barcelona,Barcelona,,,0,0,2010-04-20,2013-04-24,2,5000000.0,2013-06-23,2013-07-19,2,6
1177,c:105642,TravelTriangle,traveltriangle,travel,operating,2011-07-01,IND,Noida,Noida,,,0,0,2012-06-01,2012-06-01,1,200000.0,2010-04-01,2012-06-01,2,2
1180,c:105656,COGEON,cogeon,education,operating,2009-09-15,DEU,Berlin,Berlin,,,0,0,2011-01-20,2011-01-20,1,296384.0,2009-09-15,2013-04-12,2,4
1181,c:10566,Nomadesk,nomadesk,enterprise,operating,2004-09-20,USA,Austin,Austin,,,0,0,2005-08-01,2010-10-29,3,11298100.0,2011-06-10,2012-11-30,3,19
1185,c:105687,Xtium,xtium,enterprise,operating,2004-01-01,USA,King of Prussia,Philadelphia,,,0,0,2011-09-23,2013-10-09,3,15500000.0,,,0,3
1186,c:10569,Buck,buck,mobile,operating,2007-01-01,USA,Seattle,Seattle,,,0,0,2011-04-06,2011-06-21,3,6865000.0,2011-07-01,2012-02-15,2,9
1190,c:105699,HipWay,hipway,travel,operating,2010-10-10,RUS,Moscow,Moscow,,,0,0,2011-10-19,2011-10-19,1,2750000.0,2010-08-01,2010-08-01,1,2
1191,c:10570,Spectrum Bridge,spectrum bridge,network_hosting,operating,2007-03-01,USA,Lake Mary,Orlando,,,0,0,2008-09-05,2011-09-13,4,23326001.0,2008-09-05,2008-09-05,1,8
1193,c:105704,Rootstock Software,rootstock software,software,operating,2008-01-01,USA,San Ramon,SF Bay,,,0,0,2010-03-11,2013-12-08,2,6545000.0,2008-01-01,2012-09-19,2,6
1194,c:105707,MVP  Vault,mvp vault,sports,operating,2011-08-16,USA,New York,New York,,,0,0,2011-03-01,2011-03-01,1,100000.0,2011-03-01,2011-03-01,1,2
1205,c:10574,360pi,360pi,software,operating,2007-07-01,CAN,Ottawa,Ottawa,,,0,0,2012-04-20,2013-08-18,2,4100000.0,2013-02-01,2013-02-01,1,8
1217,c:10580,Pressmart,pressmart,web,operating,,USA,Irvine,Los Angeles,,,0,0,2008-09-04,2008-09-04,1,6000000.0,2007-01-01,2007-01-01,1,2
1218,c:10581,Lolapps,lolapps,web,acquired,2008-01-01,USA,San Francisco,SF Bay,,,0,0,2008-09-05,2008-09-05,1,4000000.0,2010-12-01,2012-03-23,3,15
1221,c:10583,Stylesight,stylesight,fashion,operating,2004-01-01,USA,NEW YORK,New York,,,0,0,2008-09-03,2010-03-02,3,26000006.0,2009-05-15,2010-01-06,2,3
1236,c:105893,Roses & Rye,roses rye,ecommerce,operating,2011-09-01,USA,San Francisco,SF Bay,,,0,0,2011-10-01,2011-10-01,1,700000.0,2011-12-01,2011-12-01,1,2
1242,c:105927,Shiram Credit,shiram credit,finance,operating,,IND,Chennai,Chennai,,,0,0,2011-09-18,2011-09-18,1,15000000.0,,,0,0
1269,c:10608,LooseHead Software,loosehead software,mobile,operating,2004-04-25,USA,Redwood City,SF Bay,,,0,0,2007-01-01,2007-01-01,1,500000.0,,,0,3
1274,c:10610,Geodelic Systems,geodelic systems,mobile,closed,2008-01-01,USA,Los Angeles,Los Angeles,,,0,0,2008-12-01,2010-09-23,3,10500000.0,2010-06-01,2010-09-23,3,8
1279,c:106123,"LeadSpend, Inc.",leadspend,messaging,operating,2008-11-01,USA,New York,New York,,,0,0,2011-08-01,2011-08-01,1,250000.0,2011-05-01,2011-05-01,1,3
1281,c:10614,Inuvo,inuvo,advertising,ipo,2009-08-01,USA,Clearwater,Tampa,,,0,0,2010-01-19,2010-01-19,1,4200000.0,2010-06-01,2012-03-01,3,17
1285,c:10616,Positive Networks,positive networks,,acquired,,USA,Southfield,Detroit,,,0,0,2007-09-25,2007-09-25,1,2350000.0,,,0,1
1296,c:10621,Connectbeam,connectbeam,software,operating,2005-01-01,USA,Mountain View,SF Bay,,,0,0,2007-07-17,2007-07-17,1,3500000.0,,,0,0
1311,c:106304,LogoGarden,logogarden,software,operating,2011-07-01,USA,Nashville,Nashville,,,0,0,2011-12-01,2011-12-01,1,2000000.0,,,0,2
1315,c:106325,Bixti.com,bixti,ecommerce,acquired,2010-11-01,ARG,Buenos Aires,Buenos Aires,,,0,0,2011-09-01,2011-09-01,1,20000.0,,,0,0
1317,c:106335,SaaSMAX,saasmax,software,operating,2011-01-19,,,unknown,,,0,0,2011-03-15,2011-03-15,1,200000.0,,,0,0
1322,c:106349,Wabeebwa,wabeebwa,web,closed,2011-08-17,USA,Monroe,New York,,,0,0,2011-08-17,2011-08-17,1,5000.0,2011-08-17,2011-08-17,1,3
1331,c:106396,Top10.com,top10,travel,operating,2011-02-01,GBR,London,London,,,0,0,2011-09-20,2013-07-16,2,4400000.0,2011-02-24,2011-02-24,1,7
1338,c:10643,Fusion Garage,fusion garage,hardware,closed,2008-01-01,,,unknown,,,0,0,2010-11-12,2010-11-12,1,6500000.0,2009-12-11,2009-12-11,1,1
1347,c:10649,Kidos,kidos,games_video,operating,2011-11-25,USA,New York,New York,,,0,0,2009-04-01,2009-04-01,1,200000.0,2008-09-25,2008-09-25,1,3
1363,c:106601,GlucoTec,glucotec,software,closed,,,,unknown,,,0,0,2011-01-13,2011-09-19,3,10370000.0,,,0,2
1372,c:10669,Taglocity,taglocity,enterprise,operating,2007-01-10,CAN,Vancouver,Vancouver,,,0,0,2007-01-10,2007-01-10,1,1200000.0,,,0,2
1374,c:1067,AdReady,adready,advertising,acquired,2006-01-01,USA,Seattle,Seattle,,,0,0,2007-07-01,2012-06-19,4,17807000.0,,,0,26
1386,c:10677,Helpstream,helpstream,web,operating,2004-01-01,USA,Mountain View,SF Bay,,,0,0,2008-02-28,2008-02-28,1,8600000.0,2007-01-01,2007-01-01,1,5
1392,c:1068,Treemo Labs,treemo labs,mobile,operating,2005-01-01,USA,Seattle,Seattle,,,0,0,2007-10-01,2007-10-01,1,2550000.0,,,0,4
1406,c:1069,Mochi Media,mochi media,advertising,acquired,2005-01-01,USA,San Francisco,SF Bay,,,0,0,2008-03-12,2008-06-18,2,14000000.0,2008-11-01,2013-01-04,4,17
1421,c:107,MeeVee,meevee,games_video,acquired,2000-07-01,USA,Burlingame,SF Bay,,,0,0,2005-02-01,2007-09-01,4,25000000.0,2000-01-01,2013-03-03,3,7
1423,c:10700,Gamelet,gamelet,games_video,operating,2008-03-18,TWN,Taipei,Taipei,,,0,0,,,1,220000.0,,,0,3
1424,c:10702,Plastyc,plastyc,finance,operating,2006-01-01,USA,New York,New York,,,0,0,2011-02-06,2011-02-06,1,2000000.0,2011-02-01,2012-07-31,2,10
1425,c:10703,Penguin Computing,penguin computing,software,operating,1998-01-01,USA,San Francisco,SF Bay,,,0,0,2006-02-07,2011-04-20,5,16330000.0,2013-01-01,2013-01-01,1,14
1433,c:107098,Xinhua Travel,xinhua travel,travel,operating,,,,unknown,,,0,0,2011-09-19,2011-09-19,1,23000000.0,,,0,0
1437,c:10711,i.TV,i tv,games_video,operating,2008-10-01,USA,Provo,Salt Lake City,,,0,0,2013-08-12,2013-12-09,2,9197854.0,2012-04-01,2013-11-05,2,7
1442,c:107145,TrustYou,trustyou,hospitality,operating,,DEU,Munich,Munich,,,0,0,2011-09-20,2011-09-20,1,5000000.0,2013-01-01,2013-01-01,1,8
1444,c:10716,Hangout Industries,hangout industries,games_video,operating,2005-01-01,USA,Boston,Boston,,,0,0,2007-03-01,2010-03-30,3,12000000.0,2007-03-01,2010-01-31,3,2
1447,c:107188,Simpirica Spine,simpirica spine,medical,operating,2006-01-01,USA,San Carlos,SF Bay,,,0,0,2011-09-20,2011-09-20,1,22000000.0,,,0,2
1461,c:10726,Expensify,expensify,software,operating,2008-05-01,USA,San Francisco,SF Bay,,,0,0,2009-05-01,2010-09-07,2,6700000.0,2009-12-16,2012-05-08,3,7
1490,c:1075,Blurb,blurb,ecommerce,operating,2005-01-01,USA,San Francisco,SF Bay,,,0,0,2005-05-20,2008-10-13,4,21550000.0,2010-05-24,2012-05-02,3,28
1493,c:10751,Pixelpipe,pixelpipe,mobile,closed,2008-01-01,USA,San Francisco,SF Bay,,,0,0,2007-01-01,2011-04-25,2,2300000.0,2011-09-11,2013-08-29,3,4
1500,c:107565,BuildingLayer,buildinglayer,software,operating,2011-01-01,USA,Lexington,Lexington,,,0,0,2011-06-01,2011-06-01,1,20000.0,2011-06-01,2011-06-01,1,4
1514,c:10769,Scripped,scripped,software,operating,2007-07-07,USA,San Francisco,SF Bay,,,0,0,2011-11-29,2011-11-29,1,700000.0,2008-05-14,2011-11-28,3,11
1521,c:107746,Meridian,meridian,enterprise,acquired,2011-03-01,USA,Portland,Portland,,,0,0,2011-09-14,2012-08-30,2,1975000.0,1997-01-01,2013-05-15,2,6
1527,c:10781,InnerRewards,innerrewards,ecommerce,operating,2008-04-01,USA,San Francisco,SF Bay,,,0,0,2008-12-11,2008-12-11,1,1000000.0,,,0,1
1533,c:10788,RuffWire,ruffwire,social,operating,2005-01-21,USA,Brunswick,Brunswick,,,0,0,2008-01-21,2012-06-18,2,600000.0,,,0,1
1538,c:107930,IGAWorks,igaworks,advertising,operating,2006-12-01,KOR,Seoul,Seoul,,,0,0,2008-06-01,2012-06-01,2,5000000.0,2012-09-01,2013-07-30,2,5
1539,c:10794,BaseKit Platform,basekit platform,web,operating,2008-01-01,GBR,London,London,,,0,0,2009-04-01,2011-03-29,3,9100000.0,,,0,8
1555,c:108051,Evgen,evgen,biotech,operating,,GBR,Liverpool,Liverpool,,,0,0,2011-09-20,2012-07-25,2,712671.0,,,0,2
1556,c:108052,Pricing Engine,pricing engine,advertising,operating,2011-06-06,USA,New York,New York,,,0,0,2011-06-06,2013-03-27,3,1725000.0,2011-06-01,2013-10-24,2,2
1559,c:108085,Aventura HQ,aventura hq,software,operating,2007-01-01,USA,Denver,Denver,,,0,0,2011-01-11,2013-07-11,7,19449781.0,2011-09-01,2011-09-01,1,4
1562,c:1081,Platial,platial,network_hosting,closed,,USA,Portland,Portland,,,0,0,2005-10-01,2007-02-01,2,3400000.0,2005-09-01,2013-12-09,3,4
1570,c:10816,Groove Club,groove club,games_video,operating,1999-03-01,USA,Lyndhurst,Lyndhurst,,,0,0,2008-09-09,2008-09-09,1,83000.0,,,0,1
1571,c:10817,Inadco,inadco,advertising,operating,2008-04-01,USA,Palo Alto,SF Bay,,,0,0,2009-01-01,2013-06-26,3,17000000.0,2012-02-01,2013-06-26,3,12
1574,c:1082,Tabblo,tabblo,web,acquired,,USA,Boston,Boston,,,0,0,2006-01-01,2006-01-01,1,4000000.0,2005-06-01,2007-10-17,2,3
1577,c:10821,youcalc,youcalc,enterprise,acquired,2006-06-01,DNK,Copenhagen,DNK,,,0,0,2003-06-01,2008-01-01,3,3840000.0,2007-02-01,2010-10-17,2,4
1592,c:10839,Zume Life,zume life,mobile,operating,2006-07-25,USA,San Jose,SF Bay,,,0,0,2007-01-01,2008-04-01,2,1700000.0,,,0,3
1610,c:10856,nCircle Network Security,ncircle network security,software,acquired,1998-01-01,USA,San Francisco,SF Bay,,,0,0,2007-05-21,2010-12-22,2,6000999.0,,,0,9
1611,c:10857,Getfugu,getfugu,software,closed,2007-01-01,USA,San Francisco,SF Bay,,,0,0,2009-12-29,2009-12-29,1,800000.0,2010-01-01,2010-04-13,2,3
1612,c:10858,LiveHive Systems,livehive systems,software,operating,2005-12-01,CAN,Waterloo,Waterloo,,,0,0,2006-01-17,2006-01-17,1,1800000.0,2008-09-16,2009-12-14,2,5
1617,c:10864,FetchBack,fetchback,advertising,acquired,2007-04-01,USA,Tempe,Phoenix,,,0,0,2008-01-01,2008-01-01,1,1000000.0,2010-06-01,2011-11-14,2,13
1620,c:10868,iLogon,ilogon,web,operating,2008-04-05,,,unknown,,,0,0,2008-05-25,2008-05-25,1,50000.0,,,0,6
1622,c:10873,The Society,the society,web,closed,2007-01-01,USA,Lakewood,Denver,,,0,0,2007-01-01,2008-06-01,2,1500000.0,,,0,3
1636,c:10887,e-Merges.com,e merges,software,operating,2000-02-14,USA,Annapolis,Washington DC,,,0,0,2000-02-14,2000-02-14,1,35000.0,2000-02-01,2000-02-01,1,4
1652,c:1090,Radar Networks,radar networks,advertising,acquired,,USA,San Francisco,SF Bay,,,0,0,2006-04-01,2009-11-01,4,24000000.0,2007-01-01,2013-07-31,2,17
1658,c:10904,Idiro,idiro,software,operating,2004-01-01,IRL,,Ireland - Other,,,0,0,2005-01-01,2005-01-01,1,2000000.0,,,0,6
1660,c:10906,Buzzd,buzzd,mobile,operating,2007-11-01,USA,New York,New York,,,0,0,2008-04-24,2011-08-11,4,4000000.0,2010-04-10,2011-04-18,2,9
1665,c:10912,Clickatell,clickatell,messaging,operating,2000-01-01,USA,Redwood City,SF Bay,,,0,0,2011-02-28,2011-02-28,1,12000000.0,2011-04-08,2012-04-01,2,19
1667,c:10914,IKANO Communications,ikano communications,web,operating,1999-12-01,USA,Salt Lake City,Salt Lake City,,,0,0,2007-04-01,2007-04-01,1,22500000.0,2013-06-25,2013-06-25,1,5
1669,c:10915,LogLogic,loglogic,security,acquired,2002-01-01,USA,San Jose,SF Bay,,,0,0,2009-05-26,2009-05-26,1,8800000.0,2009-05-25,2013-11-13,3,15
1682,c:10923,For Art's Sake Media,for arts sake media,web,closed,2007-10-01,,,unknown,,,0,0,2008-01-01,2008-01-01,1,100000.0,,,0,2
1691,c:109364,Hall,hall,messaging,operating,2011-01-01,USA,Mountain View,SF Bay,,,0,0,2011-10-17,2013-07-23,2,6080000.0,2013-09-05,2013-09-05,1,7
1695,c:1094,Veodia,veodia,games_video,operating,2006-01-01,USA,San Mateo,SF Bay,,,0,0,2008-05-12,2008-05-12,1,8300000.0,2008-04-01,2009-07-07,3,4
1696,c:10940,DealBase Corporation,dealbase,web,operating,2008-06-01,USA,Manhattan Beach,Los Angeles,,,0,0,2009-05-08,2009-05-08,1,1000000.0,2009-05-04,2012-03-01,2,9
1701,c:10944,Cliqset,cliqset,web,operating,2008-08-08,USA,Jacksonville,Jacksonville,,,0,0,2008-09-14,2009-06-01,2,2000000.0,2010-12-09,2011-08-30,2,4
1703,c:10945,The Solution Group,the solution group,software,operating,2002-09-30,USA,Farmington Hills,Detroit,,,0,0,2002-08-28,2002-08-28,1,500000.0,,,0,1
1715,c:10956,Metranome,metranome,mobile,closed,2007-01-01,CAN,Waterloo,Waterloo,,,0,0,2008-12-23,2008-12-23,1,2000000.0,,,0,0
1719,c:109593,Innerscope Research,innerscope research,biotech,operating,,USA,Boston,Boston,,,0,0,2011-09-21,2011-09-21,1,9400000.0,,,0,0
1722,c:109603,Intrinsic Therapeutics,intrinsic therapeutics,medical,operating,2000-02-01,USA,Woburn,Boston,,,0,0,2012-11-09,2012-11-09,1,11600000.0,2012-01-01,2012-01-01,1,14
1733,c:10967,Streamline Alliance,streamline alliance,other,operating,1999-01-05,USA,,Florida - Other,,,0,0,,,1,1000000.0,,,0,1
1735,c:10969,Semantra,semantra,software,closed,2003-01-01,USA,Addison,Dallas,,,0,0,2006-09-01,2008-07-22,3,9100000.0,,,0,0
1743,c:10973,Notifixious,notifixious,public_relations,operating,2008-06-01,USA,San Francisco,SF Bay,,,0,0,2008-06-01,2009-11-20,2,200000.0,2009-05-09,2010-05-06,2,1
1757,c:109797,Bridge Energy Group,bridge energy group,consulting,operating,2006-01-01,USA,Marlborough,Boston,,,0,0,2011-09-19,2011-10-03,2,11000000.0,2011-01-01,2011-01-01,1,12
1762,c:109821,Startapp,startapp,mobile,operating,2010-12-01,USA,New York,New York,,,0,0,2012-03-27,2012-03-27,1,4300000.0,2011-12-20,2012-07-18,2,0
1772,c:109893,Plugaround,plugaround,web,operating,2010-03-27,FRA,PARIS,Paris,,,0,0,2011-10-05,2011-10-05,1,93359.0,,,0,4
1784,c:10998,Alice.com,alice,ecommerce,operating,2008-06-01,USA,Middleton,Middleton,,,0,0,2010-10-10,2012-01-31,2,21827665.0,2008-06-01,2012-01-31,3,4
1791,c:11002,ColorPlaza,colorplaza,web,acquired,1999-01-01,CHE,Vevey,Vevey,,,0,0,2007-01-01,2007-01-01,1,2970000.0,,,0,0
1799,c:1101,Payoneer,payoneer,other,operating,2005-04-01,USA,New York,New York,,,0,0,2005-01-01,2008-07-24,3,14000000.0,2011-04-20,2013-03-01,2,13
1820,c:11027,CasaSwap.com,casaswap,web,operating,2004-01-01,DNK,Copenhagen,DNK,,,0,0,2006-01-01,2006-01-01,1,80000.0,,,0,3
1824,c:1103,Songkick,songkick,music,operating,2007-06-01,GBR,London,London,,,0,0,2007-06-01,2012-03-08,5,16615000.0,2009-05-25,2013-11-21,4,7
1825,c:11033,Qpyn,qpyn,mobile,closed,2003-01-01,GBR,London,London,,,0,0,2008-09-15,2008-09-15,1,891177.0,,,0,6
1826,c:11034,Pathable,pathable,network_hosting,operating,2007-01-01,USA,Seattle,Seattle,,,0,0,2011-06-03,2011-06-03,1,314169.0,,,0,4
1830,c:110372,HomeViva,homeviva,web,operating,2011-04-01,,,unknown,,,0,0,2011-07-01,2011-07-01,1,40000.0,,,0,0
1832,c:1104,Shopatron,shopatron,enterprise,operating,2001-10-10,USA,San Luis Obispo,San Luis Obispo,,,0,0,2007-10-01,2012-12-01,2,10000000.0,2011-01-13,2013-08-27,4,7
1838,c:11042,Gowalla,gowalla,web,acquired,2007-08-28,USA,Austin,Austin,,,0,0,2008-02-27,2010-01-28,3,10400001.0,2010-06-22,2013-07-15,3,21
1856,c:110571,Ironroad USA,ironroad usa,messaging,operating,,SWE,STOCKHOLM,Stockholm,,,0,0,2011-09-21,2011-09-21,1,1200000.0,,,0,0
1863,c:11065,DirectMoney,directmoney,public_relations,closed,2006-12-20,AUS,Balmain,Balmain,,,0,0,2006-12-01,2006-12-01,1,98000.0,,,0,2
1865,c:110668,FirstFuel Software,firstfuel software,analytics,operating,2011-09-01,USA,Lexington,Boston,,,0,0,2011-09-22,2013-12-10,3,20900000.0,2012-09-01,2012-09-01,1,6
1868,c:110691,Get.com,get,social,operating,2011-04-01,USA,Santa Monica,Los Angeles,,,0,0,2011-09-22,2011-09-22,1,1000000.0,2010-10-01,2010-10-01,1,2
1870,c:1107,JackBe,jackbe,software,acquired,2002-01-01,USA,Chevy Chase,Washington DC,,,0,0,2006-01-10,2010-04-08,4,24500000.0,2007-10-23,2013-02-03,5,15
1875,c:11073,Ziva Software,ziva software,mobile,closed,2005-01-01,IND,Bangalore,Bangalore,,,0,0,2007-03-14,2007-03-14,1,1700000.0,,,0,1
1878,c:110743,Altermune Technologies,altermune technologies,biotech,operating,2010-01-01,USA,Irvine,Los Angeles,,,0,0,2011-09-22,2011-09-22,1,7000000.0,,,0,0
1879,c:110746,Bespoke Global,bespoke global,ecommerce,operating,2010-01-01,USA,New York,New York,,,0,0,2011-09-22,2013-04-05,3,3030712.0,,,0,0
1899,c:11094,OnVantage,onvantage,software,acquired,2004-01-01,USA,Santa Clara,SF Bay,,,0,0,2006-01-17,2006-01-17,1,18000000.0,,,0,0
1900,c:110943,SalesLoft,salesloft,software,operating,2011-09-12,USA,Atlanta,Atlanta,,,0,0,2011-09-12,2012-05-17,2,18000.0,2012-05-17,2013-04-01,2,5
1909,c:111003,iJukebox,ijukebox,music,operating,2010-02-22,USA,Boston,Boston,,,0,0,2011-09-22,2013-08-09,3,2125000.0,2011-11-01,2012-10-01,2,3
1921,c:1111,EchoSign,echosign,web,acquired,2005-07-15,USA,Palo Alto,SF Bay,,,0,0,2005-10-01,2007-10-01,2,8500000.0,2010-03-01,2011-02-01,3,8
1926,c:11118,Academia.edu,academia,social,operating,2008-09-01,USA,San Francisco,SF Bay,,,0,0,2007-11-02,2013-09-26,4,17800000.0,2008-01-01,2013-10-23,2,2
1930,c:11121,Brightstorm,brightstorm,games_video,operating,2008-04-01,USA,San Francisco,SF Bay,,,0,0,2008-10-21,2008-10-21,1,6000000.0,2008-04-01,2009-12-21,2,2
1964,c:11151,Unigo,unigo,education,operating,2008-09-01,USA,New York,New York,,,0,0,2008-05-01,2011-09-15,2,2000000.0,,,0,21
1970,c:11158,PacketTrap Networks,packettrap networks,software,operating,2006-01-01,USA,San Francisco,SF Bay,,,0,0,2007-08-01,2007-08-01,1,5500000.0,2007-03-01,2007-03-01,1,6
1977,c:11164,BigFix,bigfix,software,acquired,1997-01-01,USA,Emeryville,SF Bay,,,0,0,2005-12-05,2005-12-05,1,8400000.0,2009-01-01,2009-01-01,1,13
1985,c:11170,MarkTend,marktend,enterprise,operating,2008-04-01,USA,Sacramento,Sacramento,,,0,0,2008-09-17,2008-09-17,1,150000.0,,,0,0
2000,c:11181,DocLanding,doclanding,enterprise,operating,2000-01-01,USA,Omaha,Omaha,,,0,0,2011-11-01,2011-11-01,1,175000.0,,,0,4
2002,c:111830,NewsWhip,newswhip,news,operating,2011-05-01,IRL,Dublin,Dublin,,,0,0,2012-07-09,2013-09-12,2,1100000.0,2011-05-01,2013-01-11,3,2
2009,c:111864,Corporama,corporama,enterprise,operating,2010-03-01,FRA,PARIS,Paris,,,0,0,2010-09-01,2010-09-01,1,512000.0,2010-03-01,2010-03-01,1,3
2013,c:111892,FieldSolutions,fieldsolutions,hardware,operating,2006-01-01,USA,Minnetonka,Minneapolis,,,0,0,2010-07-01,2010-07-01,1,1500000.0,2011-07-01,2011-07-01,1,5
2022,c:11193,Hollywood Interactive Group,hollywood interactive group,web,closed,,USA,Los Angeles,Los Angeles,,,0,0,2008-09-18,2008-09-18,1,5000000.0,,,0,0
2033,c:112,Zlio,zlio,ecommerce,closed,2005-11-01,FRA,Paris,Paris,,,0,0,2007-07-01,2007-07-01,1,4000000.0,2009-08-22,2011-09-11,4,1
2034,c:1120,Buzzwire,buzzwire,mobile,closed,2007-07-01,USA,Denver,Denver,,,0,0,2007-07-01,2007-12-01,2,12000000.0,2009-01-13,2009-01-13,1,5
2040,c:112052,Klosetshop,klosetshop,ecommerce,closed,2011-05-15,,,unknown,,,0,0,2011-05-15,2011-05-15,1,30000.0,,,0,0
2064,c:11227,Lantronix,lantronix,hardware,ipo,1989-01-01,USA,Irvine,Los Angeles,,,0,0,2012-05-02,2012-05-02,1,4500000.0,2009-04-07,2010-01-01,2,8
2091,c:112581,ev-social,ev social,social,operating,2011-06-01,CHL,Santiago,Santiago,,,0,0,2011-07-14,2011-07-14,1,40000.0,,,0,0
2106,c:11271,official.fm,official fm,music,operating,2010-08-15,CHE,Geneva,Geneva,,,0,0,2007-09-15,2011-02-01,2,6600000.0,2012-04-23,2013-05-01,2,30
2111,c:11275,RiseSmart,risesmart,enterprise,operating,2007-02-01,USA,San Jose,SF Bay,,,0,0,2008-12-09,2012-02-01,4,12600000.0,2008-10-02,2011-12-12,4,12
2124,c:1129,Rollbase,rollbase,enterprise,acquired,2007-08-01,USA,Saratoga,SF Bay,,,0,0,2007-08-01,2007-08-01,1,300000.0,2007-08-01,2013-04-29,4,3
2129,c:112934,neoSurgical,neosurgical,medical,operating,,IRL,Dublin 24,Dublin,,,0,0,2011-09-23,2011-09-23,1,2148800.0,,,0,0
2132,c:11296,OnState,onstate,network_hosting,acquired,,USA,Burlington,Boston,,,0,0,2009-08-01,2009-08-01,1,5500000.0,2010-03-01,2010-03-01,1,3
2133,c:11297,vivio,vivio,web,operating,2007-09-04,USA,San Francisco,SF Bay,,,0,0,2007-09-04,2007-09-04,1,250000.0,2011-08-21,2011-08-21,1,7
2142,c:11307,Exaprotect,exaprotect,security,acquired,2004-01-01,USA,Mountain View,SF Bay,,,0,0,2006-07-10,2006-07-10,1,7660000.0,2008-01-01,2013-11-17,3,5
2166,c:11332,Club Scene Network,club scene network,games_video,closed,2004-02-10,,,unknown,,,0,0,2005-02-01,2005-02-01,1,225000.0,,,0,5
2175,c:113396,innRoad,innroad,software,operating,,USA,Southampton,Southampton,,,0,0,2009-01-01,2013-02-27,4,12895310.0,2011-05-01,2011-05-01,1,2
2194,c:11362,CityVoter,cityvoter,web,operating,2005-01-01,USA,Cambridge,Boston,,,0,0,2008-09-23,2011-12-14,2,4180000.0,2008-09-23,2008-09-23,1,2
2199,c:113663,CloudMine,cloudmine,enterprise,operating,2011-05-01,USA,Philadelphia,Philadelphia,,,0,0,2011-09-01,2013-03-21,4,1105000.0,2013-03-20,2013-05-01,2,10
2202,c:11368,Wikeez,wikeez,games_video,operating,2008-07-12,LBN,Beirut,Beirut,,,0,0,2008-09-02,2008-09-02,1,250000.0,,,0,0
2209,c:11378,World Golf Tour,world golf tour,sports,operating,2007-02-01,USA,San Francisco,SF Bay,,,0,0,2008-05-01,2012-10-01,3,21000000.0,2008-10-06,2012-04-19,3,5
